name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kuala Lumpur,Malaysia",2015-06-12,29.9,23.9,27,36,23.9,30,24.6,87,11.44,100,8.33,rain,,,,15.3,228.6,1009.9,91,8.2,100.1,8.5,4,,2015-06-12T07:03:57,2015-06-12T19:21:59,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-13,32.8,23.9,28.3,41,23.9,31.6,23.8,77.5,0.07,100,4.17,rain,,,,17.5,289.6,1009.3,89.4,9.6,147,12.7,6,,2015-06-13T07:04:09,2015-06-13T19:22:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-14,31.4,23.8,27.3,37.9,23.8,29.9,23.8,82.1,23.631,100,12.5,rain,,,,11,313.3,1009.6,92.6,9.1,203.8,17.3,7,,2015-06-14T07:04:20,2015-06-14T19:22:26,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-15,31.8,25.1,27.8,36.6,25.1,30.4,23.8,79.7,0.177,100,4.17,rain,,,,15.3,183.8,1009,89,9.6,137.3,12,4,,2015-06-15T07:04:32,2015-06-15T19:22:40,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-16,31.9,25.9,28.7,36.6,25.9,32,23.6,75.2,0,0,0,,,,,12.8,160.3,1008.9,89.8,10.3,106.8,9.3,4,,2015-06-16T07:04:44,2015-06-16T19:22:53,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-17,31.9,25.8,28.8,39,25.8,33.1,24.3,77.2,0.73,100,8.33,rain,,,,13,151.5,1008.3,89,9.2,114.7,9.9,4,,2015-06-17T07:04:56,2015-06-17T19:23:07,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-18,31.7,26.1,28.2,37.8,26.1,32,24.5,80.9,0.093,100,4.17,rain,,,,13.4,121,1008.3,89,7.9,140.7,12.2,5,,2015-06-18T07:05:09,2015-06-18T19:23:20,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-19,32,26.1,28.9,39.2,26.1,33.8,24.8,78.8,0,0,0,,,,,18.8,143.2,1008.9,89,9.4,142.4,12.4,5,,2015-06-19T07:05:22,2015-06-19T19:23:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-20,33.8,26.1,29.7,40.4,26.1,34.9,24.7,75.5,0,0,0,,,,,23.5,147.1,1009.4,89,9.9,147.1,12.8,6,,2015-06-20T07:05:34,2015-06-20T19:23:47,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-21,34.7,27,30.4,41.8,30.6,36.3,24.9,73.8,0,0,0,,,,,15,158,1009.4,89,9.4,141.5,12.3,5,,2015-06-21T07:05:47,2015-06-21T19:24:00,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-22,33.8,27,30,42.4,30.2,36,25.1,75.6,0,0,0,,,,,14.8,161.7,1009.8,89,9,173.1,14.9,6,,2015-06-22T07:06:00,2015-06-22T19:24:13,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-23,33.8,26.6,29.8,40.6,26.6,35,24.6,74.3,0.023,100,4.17,rain,,,,14.3,147,1010.2,89,9,132.4,11.4,5,,2015-06-23T07:06:13,2015-06-23T19:24:26,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-24,33.8,27,30,41.8,30.2,35.8,25,75.2,0,0,0,,,,,18.2,154.8,1010.9,88.9,8.9,172,14.9,7,,2015-06-24T07:06:27,2015-06-24T19:24:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-25,33.8,26.1,29.7,42,26.1,35.1,24.9,76,1.768,100,4.17,rain,,,,14.8,165.2,1010.6,89,8.4,173.2,15,7,,2015-06-25T07:06:40,2015-06-25T19:24:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-26,33.8,26.9,30,41.7,30.1,35.6,24.8,74.7,0,0,0,,,,,17.9,153.9,1010.5,89,9.1,167.1,14.6,6,,2015-06-26T07:06:53,2015-06-26T19:25:03,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-27,33.8,27,30.2,40.6,30.6,35.6,24.5,72.8,0.177,100,4.17,rain,,,,18.4,147.6,1011.4,89,9.4,198.2,17,7,,2015-06-27T07:07:06,2015-06-27T19:25:15,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-28,33.9,26.1,30,40.6,26.1,34.5,24.3,72.9,0,0,0,,,,,23.5,144.7,1013.2,88.9,9.7,209.1,18,7,,2015-06-28T07:07:19,2015-06-28T19:25:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-29,34.8,26,30.1,43.2,26,35.2,24.4,72.7,0,0,0,,,,,16.4,152.8,1013.1,89,8.7,193.6,16.8,7,,2015-06-29T07:07:32,2015-06-29T19:25:38,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-06-30,34,25.1,29.5,42,25.1,34.5,24.8,76.7,0,0,0,,,,,14.3,269.8,1012.3,88.9,6.7,165,14.2,6,,2015-06-30T07:07:45,2015-06-30T19:25:49,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-01,33.1,26,29.4,40.3,26,34.5,24.9,77.7,2.203,100,4.17,rain,,,,13,270.1,1012.5,89,8.1,170.8,14.7,6,,2015-07-01T07:07:57,2015-07-01T19:25:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-02,32.8,25.9,29.3,41.8,25.9,34.4,25.1,79,1.507,100,4.17,rain,,,,14.6,239,1011.8,89,7.8,197.8,17,7,,2015-07-02T07:08:10,2015-07-02T19:26:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-03,31.8,26,28.5,40.1,26,33.6,25.3,83,0.354,100,4.17,rain,,,,14.1,296.1,1010.7,89.4,7.3,158.2,13.7,6,,2015-07-03T07:08:22,2015-07-03T19:26:19,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-04,31.7,23.8,27.4,37.7,23.8,30.3,23.5,80.4,8.026,100,16.67,rain,,,,13.9,245.5,1011,91,9.3,123.4,10.7,5,,2015-07-04T07:08:35,2015-07-04T19:26:29,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-05,33.8,25,29.1,39.1,25,32,23.2,72.3,0,0,0,,,,,12.8,189.7,1009.7,88.8,10.2,242.2,20.8,8,,2015-07-05T07:08:47,2015-07-05T19:26:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-06,32.9,26,29.6,40.3,26,34,24,72.5,0,0,0,,,,,15.2,156.1,1008.4,89,9.4,167.4,14.5,6,,2015-07-06T07:08:59,2015-07-06T19:26:46,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-07,32.8,25.2,29.2,41.8,25.2,34.9,25.2,79.5,0.53,100,4.17,rain,,,,12.8,162.4,1008.3,89.4,7.4,199.1,17.2,8,,2015-07-07T07:09:10,2015-07-07T19:26:55,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-08,32.7,25.1,28.6,41.4,25.1,33.5,25.1,82.2,9.725,100,4.17,rain,,,,17,275.7,1009.4,90.2,8.3,90.1,7.7,3,,2015-07-08T07:09:22,2015-07-08T19:27:02,0.73,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-09,34.7,25.1,29.7,42.4,25.1,34.1,24.6,75.6,0,0,0,,,,,15,282.2,1009,89,8.9,174.2,15.1,7,,2015-07-09T07:09:33,2015-07-09T19:27:10,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-10,34.8,26.1,30.4,44,26.1,36.6,25.2,74.9,0,0,0,,,,,11.2,290.8,1009,89,9.1,142.9,12.3,5,,2015-07-10T07:09:44,2015-07-10T19:27:16,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-11,33.9,26.9,30.3,43.1,30.2,36.5,25.2,75,0.177,100,4.17,rain,,,,16.1,192.9,1009,89,9.2,129.3,11.2,4,,2015-07-11T07:09:54,2015-07-11T19:27:23,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-12,33.8,26.8,29.7,43,30.1,35.9,25.3,77.9,0,0,0,,,,,13.2,199.2,1008.3,89,7.9,111.9,9.6,4,,2015-07-12T07:10:05,2015-07-12T19:27:28,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-13,32.7,26,28.9,42.9,26,34.2,25.3,81.7,1.391,100,4.17,rain,,,,18.2,142.2,1007.5,89.8,7.1,60.7,5.4,2,,2015-07-13T07:10:14,2015-07-13T19:27:33,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-14,31.9,25.8,28.7,40.1,25.8,33.5,25,80.6,0.316,100,8.33,rain,,,,10.5,138.3,1008.1,92.2,8.6,200.1,17.2,8,,2015-07-14T07:10:24,2015-07-14T19:27:38,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-15,32.9,25,28.9,40.4,25,33.3,24.8,79.7,15.959,100,4.17,rain,,,37.1,16.4,143.2,1008.3,89.4,8.5,142.9,12.3,6,,2015-07-15T07:10:33,2015-07-15T19:27:42,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-16,33.8,26,29.5,43.4,26,35.1,25.3,78.8,1.768,100,4.17,rain,,,29.5,19.4,133,1007.9,89,9.7,116,10.1,4,,2015-07-16T07:10:42,2015-07-16T19:27:45,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-17,34.5,24,29.5,43.9,24,34.9,24.9,77.3,0.07,100,4.17,rain,,,,14.6,163.2,1009,89,8.9,119.7,10.3,4,,2015-07-17T07:10:50,2015-07-17T19:27:48,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-18,34.7,26.9,30.2,46,30.4,36.9,25.5,76.4,0,0,0,,,,,21.7,145.3,1008.9,89,9.8,128.4,11.1,5,,2015-07-18T07:10:58,2015-07-18T19:27:50,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-19,31.8,24.1,27.7,40.3,24.1,31,24.3,82.1,4.058,100,12.5,rain,,,,13.5,139.5,1010,89.4,10.2,97.2,8.4,3,,2015-07-19T07:11:05,2015-07-19T19:27:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-20,32.9,26,29.5,42,26,34.7,24.9,77.1,0,0,0,,,,,21.7,136.9,1009.4,89,9.7,127.9,11.2,5,,2015-07-20T07:11:12,2015-07-20T19:27:53,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-21,32.4,26.2,28.4,38.3,26.2,32.4,24,77.2,1.507,100,4.17,rain,,,40.7,20.4,162.6,1011.5,89.1,9.5,99.3,8.6,3,,2015-07-21T07:11:19,2015-07-21T19:27:53,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-22,34.7,24.9,29.3,44.2,24.9,33.8,24.3,75.2,0.354,100,8.33,rain,,,,16.6,140.3,1011.2,88.9,9.6,140.5,12,5,,2015-07-22T07:11:25,2015-07-22T19:27:52,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-23,33.9,25.4,29.3,41.6,25.4,33.7,24.2,74.9,1.768,100,4.17,rain,,,,15,116.8,1011.8,89.3,9.5,113.1,9.7,4,,2015-07-23T07:11:30,2015-07-23T19:27:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-24,33.9,25,28.1,41.6,25,31.3,24.2,80,1.116,100,4.17,rain,,,,15.9,285,1011.4,88.3,8.8,201.3,17.3,7,,2015-07-24T07:11:35,2015-07-24T19:27:50,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-25,32.9,25,27.5,40.6,25,29.7,24.2,83,5.681,100,8.33,rain,,,,17.3,146.5,1011.6,89.4,8.6,198.8,17.1,7,,2015-07-25T07:11:40,2015-07-25T19:27:47,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-26,30.9,24.2,26.4,37.3,24.2,27.6,24,86.8,1.945,100,8.33,rain,,,,12.3,313.4,1012.4,89.8,6.5,195.1,16.8,7,,2015-07-26T07:11:44,2015-07-26T19:27:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-27,33,24.1,27.2,40.6,24.1,29.7,23.9,82.9,2.652,100,4.17,rain,,,,15,150.1,1012.6,89.2,7.6,165.7,14.5,6,,2015-07-27T07:11:47,2015-07-27T19:27:41,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-28,34.8,24.1,29.3,41.6,24.1,32.8,23.7,73.5,0,0,0,,,,,17.3,144.2,1011.8,88.9,8.4,187.5,16,7,,2015-07-28T07:11:50,2015-07-28T19:27:36,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-29,33.8,26,29.6,42.9,26,34,24.1,72.8,0,0,0,,,,,17.5,147.6,1010.9,88.8,9.7,206.3,17.8,7,,2015-07-29T07:11:52,2015-07-29T19:27:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-30,33.9,24.7,27.4,40.3,24.7,29.5,24.1,82.7,13.261,100,4.17,rain,,,,19.9,180,1011.4,89.8,8.2,159.8,13.8,6,,2015-07-30T07:11:54,2015-07-30T19:27:25,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-07-31,30.4,24,26.6,36.7,24,29.2,24.1,86.4,0.447,100,8.33,rain,,,,14.1,286.9,1011.3,89.8,7.7,184,15.8,6,,2015-07-31T07:11:55,2015-07-31T19:27:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-01,33.7,24.9,27.2,42.7,24.9,29.3,24,83.6,9.972,100,12.5,rain,,,,13.4,133.5,1011.8,89.6,7.6,151.8,13.3,6,,2015-08-01T07:11:56,2015-08-01T19:27:12,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-02,31.8,24,27.6,38.3,24,30.7,24.2,82.4,0,0,0,,,,,14.1,289.5,1011.6,89,6.1,213.5,18.6,8,,2015-08-02T07:11:56,2015-08-02T19:27:04,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-03,30.9,24.7,26.1,37.4,24.7,27.3,24,88.7,48.716,100,16.67,rain,,,,22.8,168.1,1012,92,7.7,112.2,9.6,4,,2015-08-03T07:11:56,2015-08-03T19:26:56,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-04,31.8,22.1,26.8,39.1,22.1,29.7,23.4,82.5,40.13,100,4.17,rain,,,48.2,28.5,265.9,1011.4,91.5,9.1,195.9,17.1,7,,2015-08-04T07:11:55,2015-08-04T19:26:47,0.61,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-05,33.8,24,28.6,42.6,24,32.7,24.5,79.2,0,0,0,,,,,13.9,260.7,1009.7,89,9.3,283.4,24.6,9,,2015-08-05T07:11:54,2015-08-05T19:26:37,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-06,29.7,25.1,27.2,35.6,25.1,30.1,24.5,85.5,8.179,100,12.5,rain,,,,16.6,174.9,1008.8,89.4,8.1,197.6,16.9,7,,2015-08-06T07:11:52,2015-08-06T19:26:26,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-07,32.7,25,28.8,41.6,25,33.5,25,80.4,0.354,100,4.17,rain,,,,17.1,143.1,1008.9,89,8.6,216.3,18.7,8,,2015-08-07T07:11:49,2015-08-07T19:26:15,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-08,33,26.2,29.5,40.4,26.2,35,25,77.3,0.116,100,4.17,rain,,,31.7,17.5,164.5,1008.5,89,9.6,150.5,13,6,,2015-08-08T07:11:46,2015-08-08T19:26:04,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-09,32.9,25.8,28.9,43.1,25.8,33,24.8,79.6,0.354,100,4.17,rain,,,,15.7,152.6,1007.6,89.8,9.8,196.6,17.1,8,,2015-08-09T07:11:43,2015-08-09T19:25:51,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-10,31.7,26,29,39.8,26,34,25.1,79.8,0.177,100,4.17,rain,,,,18.4,147.1,1008,89,8.5,159.5,13.9,6,,2015-08-10T07:11:39,2015-08-10T19:25:38,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-11,32.7,24.1,27.7,41.5,24.1,31.3,24.6,84,48.174,100,4.17,rain,,,33.5,24.2,161.7,1010.2,90.6,8.5,165.4,14.3,6,,2015-08-11T07:11:34,2015-08-11T19:25:25,0.96,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-12,33.9,24,28.5,41.6,24,32.2,24.2,78.8,0.27,100,8.33,rain,,,,15.9,148.9,1011.3,89.4,9.7,208.2,18,8,,2015-08-12T07:11:29,2015-08-12T19:25:11,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-13,33.6,25.6,28.3,42.6,25.6,31.5,24.5,81.1,17.681,100,4.17,rain,,,,15,181.4,1010.4,90.2,9.2,250.9,21.6,9,,2015-08-13T07:11:23,2015-08-13T19:24:56,1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-14,32.1,25.8,28.5,40.3,25.8,32.6,25,81.8,0.177,100,4.17,rain,,,,17.7,245.1,1010.8,89,9.3,262.6,22.6,9,,2015-08-14T07:11:17,2015-08-14T19:24:41,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-15,33.9,26,28.8,43,26,33.5,25,81,13.284,100,4.17,rain,,,,15.9,166.1,1010.7,89.4,7.8,174.6,15,6,,2015-08-15T07:11:10,2015-08-15T19:24:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-16,33.8,24.6,27.8,41.5,24.6,30.6,24.7,84.3,40.69,100,8.33,rain,,,,24.2,121.2,1011.6,90.4,7.5,238.3,20.6,8,,2015-08-16T07:11:03,2015-08-16T19:24:08,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-17,32.9,25.1,28.9,40.2,25.1,32.7,24.6,79.2,0.762,100,4.17,rain,,,,16.1,152,1011.6,89.4,9.2,229.6,19.9,9,,2015-08-17T07:10:55,2015-08-17T19:23:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-18,33.9,26,28.7,41.6,26,32.4,24.2,77.9,30.942,100,4.17,rain,,,,21,219.8,1011.1,89.8,8.7,274.7,23.6,9,,2015-08-18T07:10:47,2015-08-18T19:23:33,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-19,31.1,25.8,27.7,39,25.8,31,25,85.3,2.07,100,8.33,rain,,,,14.8,286,1011.5,89,5.4,255.8,22,9,,2015-08-19T07:10:39,2015-08-19T19:23:15,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-20,32.1,24.4,27.8,39.6,24.4,31.2,24.5,82.5,27.406,100,4.17,rain,,,,14.3,302.6,1011.7,89.4,7.2,185.2,16.1,7,,2015-08-20T07:10:30,2015-08-20T19:22:57,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-21,33.9,25.8,29.2,43,25.8,33.8,24.9,78.3,0,0,0,,,,,18.2,294.4,1010.7,89,8.8,123.1,10.6,4,,2015-08-21T07:10:20,2015-08-21T19:22:37,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-22,34,25,29.5,43.2,25,34,24.5,75.9,0,0,0,,,,,14.3,299.7,1010.1,89,9.6,199.2,17.2,7,,2015-08-22T07:10:10,2015-08-22T19:22:18,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-23,31.9,26,28.4,40.1,26,33.2,25.1,82.6,0,0,0,,,,,16.4,217.1,1010.2,89,7.8,247.7,21.4,9,,2015-08-23T07:10:00,2015-08-23T19:21:58,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-24,31,25.8,27.9,38.6,25.8,32.1,25,84.3,0,0,0,,,,,17,170.1,1011,90.6,3.9,141,12.2,5,,2015-08-24T07:09:49,2015-08-24T19:21:37,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2015-08-25,32.6,25,28.7,40.9,25,32.6,24.6,79,0.223,100,4.17,rain,,,,15.2,146,1010.7,89,3.8,151.5,13,6,,2015-08-25T07:09:38,2015-08-25T19:21:16,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
